,Product_1,Product_2,Product_3,Product_4,Product_5
53646144,75582944,23117977,75948562,75581509,53642202
41239825,53646144,20711020,75948562,29440849,53642202
48613176,80132874,52644706,54882670,54683561,48612183
68842354,58152969,52461449,52460684,41274209,54664144
52326343,16523066,75948562,54393507,52002453,15428119
56027838,45695395,53516830,58259141,54711313,54700224
52644706,54664144,52417468,52406424,39047200,41274209
13861313,23285218,53245077,22481216,52347882,10766617
7184855,8549874,67085908,67087279,58245791,2119907
8823213,8820501,13328288,8819725,13325515,8822674
73247867,70773153,2130377,70773221,2130371,14645571
19913805,2131361,49360016,11225097,69060449,20007984
70773221,2130371,22052301,73280676,70767702,70773153
4065607,11251735,4048605,11251951,11251743,4065031
41318754,66773643,44106461,43924153,2360457,43865002
11468555,11213994,16523479,4048581,16523066,50007550
73248536,871386,2130377,2130371,14645571,73247867
53380152,20711020,52002453,29446449,53642202,75948562
52002453,53642202,53380152,41239825,52326343,15428119
48612183,80132874,52644706,54882670,54683561,48613176
29446449,12218724,32198166,41239825,52002453,53380152
20712264,11465847,16523066,29425483,20711020,20712584
15428119,7964489,41239825,53642202,52326343,52002453
50007550,11213994,16523066,4048581,16523479,11468555
49360016,49385947,69060449,2131361,11225097,25100431
41274209,52481412,52480318,52417468,52406424,39047200
9363638,8820501,13328288,54697472,13443480,8819213
2130371,70773221,11225097,14645571,2131361,2130377
20711020,53646144,53642202,29425483,20712584,20712264
58152969,54664144,52460684,52461449,53330127,58146831
11468703,16518729,11251711,16523479,23181426,16518032
52460684,58146831,52481412,58152969,53330127,52461449
29440849,16385902,29425483,75948562,53642202,41239825
13861288,3818775,3818757,7318823,7319751,7319551
20712584,11465847,16523066,29425483,20711020,20712264
70773153,2130377,2130371,73280676,70767702,70773221
58146831,52480318,52481412,54664144,58152969,53330127
3729945,70772235,13861313,48102821,4810215,73248536
83368040,45695395,54711313,56027838,58259141,83470267
12743825,47126554,47126547,12705678,12743837,12743831
50590611,50590605,50685658,50592897,50421559,50692301
50702927,50702917,50421562,50692301,50685658,50592897
3818757,1502145,7319551,7319751,7318823,3818775
50421559,50685581,50685658,50592897,50421561,50421562
845378,1508575,2080951,44065922,53639849,845744
7749111,58075222,52644664,67864955,60744527,10214414
10003165,23556592,32931450,23556604,17908150,16033028
50560441,50560429,50560433,50560420,50560418,50560443
4374799,46221893,21180803,4679003,4597127,4315713
29245829,29246309,29245831,29247864,29248443,29244640
50702921,50421561,50702927,68655745,50592903,50692303
68832410,54029523,57625269,54029519,58247593,58176142
72748642,52702602,1675793,1513667,73169653,72748653
47101594,12743837,55096350,47126562,47126554,47126547
36457818,56094148,44065922,52780662,53639849,54414906
3665301,50421559,50421562,50421561,50421565,50421557
73681047,42084193,74193765,51717579,44244493,73681045
16033028,23556604,16966887,10003165,32931450,17908150
47215212,57422387,58176142,45348708,73684911,45350046
1274913,20519658,2688679,2688703,1680881,1682395
65453428,65439712,65439710,65439708,65439716,65453426
29240829,29245829,29248443,29246309,29245831,29240786
50560420,50560441,50560418,50560427,50560429,50560433
54615752,1533113,52780160,55096350,54119409,54615754
51235932,14463242,76273925,55096350,51235948,51235942
50425707,50702917,50685658,50421559,50592897,50685581
3818775,1502145,7318823,7319551,7319751,3818757
4287801,536240,4296707,1501727,3819941,3819821
14934071,14934073,58247593,19552942,1954207,15647652
50702917,50592897,50702921,50425707,50685581,50702927
52702602,53716886,53639809,1513667,1676077,1675793
55596971,25935590,25933434,73811766,74304197,70332634
54144031,55238994,54615754,54615752,50698333,54582174
548549,548529,548545,548547,3549585,4191389
3716571,5681151,15672319,68359249,9381544,15972213
23556604,16966887,10003165,17908150,32931450,23556592
845744,1508575,2080951,44065922,53639849,845378
50421561,50421565,50592903,68655745,50421559,50421562
47624195,47126554,52646227,55096350,588949,47624197
17493952,17465702,59452978,56037105,17493969,17493954
72006749,53638558,52702602,1675793,53639809,1513667
11614069,25451926,33651411,33651473,58390031,11649798
17908150,23556604,23556592,16966887,16033028,32931450
35580965,58629879,19362591,74317926,25935590,74348608
60744527,57425928,57625269,7749111,10214414,67864955
504683,845378,36995341,1508575,20521067,20519658
56821778,51368046,56597246,11897820,76166974,78511861
50421562,50692301,50592897,50685658,50421561,50421559
9977527,6771887,485174,6304783,33740551,9977722
45209285,33108554,42953815,44184322,37130119,37028355
44065922,534213,53639849,2080951,1508575,1353567
29240786,29245829,29248443,29246309,29245831,29240829
52696677,1513667,7412799,52695502,52695829,52696541
50592897,50421559,50425707,50421562,50702927,50685658
29247864,29246309,29245831,29248443,29244640,29245829
44183140,17487126,59452897,27600669,71567079,44144695
19552942,15647652,14934073,15647659,14934071,19447382
46791604,9977527,52329142,70631732,59518944,33233321
25451926,57425928,11614069,58390031,33651411,33651473
53727656,36344502,53115576,56748461,20621846,12422076
68621140,57865557,60228865,73308614,73309592,56540134
65439712,65410481,65439716,65439710,65439708,65439714
54119409,52780160,54582174,55096350,54615754,54615752
1610957,1534193,1530039,55096350,1534583,76273925
25487999,19362591,41791430,74348608,45125717,104180
486701,1513667,52774775,36996186,36996478,463112
54582174,54615754,54582176,54144031,55239002,55238994
11104563,52695502,52696541,52696677,76405336,11104347
59249458,68619598,58176142,58176752,58292845,57425928
25935590,25933434,70332634,73811766,35580965,74304197
50692301,50421559,50592897,50685658,50421562,50702927
497920,51235932,51235948,20549990,823288,3648491
50702919,50692299,50421557,50692301,50425709,58545325
4440545,54406076,54414922,54406059,54406065,4441053
28414681,74304197,14449573,19362591,26334631,17946135
68832412,59249458,58176142,57425928,58292845,68832414
26487804,2688679,2688703,21078695,68532909,74854546
20836236,50239829,556124,556260,31245660,20997533
68832414,59249458,57425928,58176142,58292845,68832412
73681045,9977722,74193765,51717579,44244493,73681047
2688679,68532909,1680881,1682395,1274913,2688703
53245166,20519658,20555355,20555138,44065922,52329142
4441053,54406076,54414922,54406059,54406065,4440545
12138568,63862336,19362591,37946490,32240803,12326573
41098424,10771274,72515057,41098540,8112969,49884032
17487126,17465723,17465719,17493954,17493969,17487128
536240,756769,3819941,756763,536260,756761
50702925,50592905,50702923,11616101,50692299,50592901
52695829,1513667,7412799,52696677,52696541,52695502
53646228,52702602,53716886,1676077,58056454,53646230
6535257,20557588,10194899,52711513,57904118,6535431
49089541,73684911,605223,45348708,14510413,76146783
50189662,73157319,48319361,11104563,11104347,52785519
44216153,46209324,32414731,38761476,42953815,44184322
15239910,52695502,52696541,52695829,13329855,15239985
68357699,72798037,68354945,57440303,72797003,56028477
57865557,73308614,22596017,68621140,60228865,56540134
50421565,50421559,50421562,3665301,50421561,50421557
1682395,20519658,2688679,2688703,1680881,1274913
17946135,57287349,15073893,32933371,26334631,28414681
756761,756769,3819941,756763,536260,536240
50692303,68655745,50702927,50421561,50592903,50702921
50560433,50560441,50560418,50560427,50560420,50560429
65410477,65410481,65410485,65410473,65410475,65410483
72506171,68655745,50592897,50685658,50421561,50685581
49228385,10994476,1534195,1534205,54570736,49228371
1501727,7319551,3818775,3818757,1502145,4296707
534213,56046345,1508575,1353567,2080951,44065922
33234685,32414731,42953815,38761476,74909416,33233321
76146783,73684911,605223,45348708,14510413,49089541
76273939,1534193,1530039,1533113,77925958,76273925
33233321,37028355,45430926,37130119,45209285,33234685
689579,52696677,52695829,52695502,52696541,919826
54615754,1530039,1533113,55096350,54119409,54615752
52699363,47361629,47099809,52588635,52588643,52588641
1311789,462802,20200132,828429,4193095,3277475
50560418,50560441,50560420,50560433,50560429,50560427
23404135,10949871,50239829,1892025,51436880,31245660
548534,548529,548545,548547,548536,548535
68359249,15672319,9381544,37878694,15972213,3716571
1676077,72006749,53639809,1513667,1675793,52702602
51235948,47126547,14463242,55096350,51235942,51235932
12705678,47126547,47126554,12743831,12743837,12743825
72515057,10771274,72005800,67345441,41098424,41098540
56904924,58247593,57625269,59581811,57422387,57415784
12724684,3819941,4287801,3819821,44065922,12736378
14565127,54353418,7816939,24456725,36344502,21402325
11616101,50692305,50425704,50702925,50592905,50702923
71112874,56540134,60228865,24456725,36344502,21582145
74631286,6304783,55246585,73324095,57625269,74631290
15239985,52695502,52696541,52695829,13329855,15239910
41219182,72954000,55366883,73378806,11230151,16651189
55515177,52711513,53639849,44065922,57904118,56046345
1675793,52696541,53639809,1676077,1513667,52702602
6498249,46179293,31665279,6487641,6497395,5502417
11719645,12118915,10593537,32924732,23291301,23107340
4191389,548529,548545,548547,3549585,548549
57422387,58075222,57625269,59581811,57415784,56904924
23442433,26334631,17946135,12118915,68508353,57287349
58292845,68832412,58176142,58176752,57425928,59249458
23556592,16966887,10003165,17908150,32931450,23556604
49202762,9977527,24787428,605223,75615357,14510413
14934073,15647652,15647659,16944457,19552942,14934071
52678441,52699371,47099809,52588641,52588643,52588635
56077032,20521067,20519658,52711513,74854546,68532909
52774775,486701,36996478,36996186,73157319,52774785
65439708,65410473,65439714,65439712,65439716,65439710
16069502,4679003,4374799,4597127,4315713,3519947
45348708,9977722,9977527,47215212,73684911,45350046
69237786,29245831,29248443,29245829,29244640,69201188
33740551,24787428,9977722,9977527,6304783,6771887
756784,822916,756785,535750,4296745,756769
21399140,44954579,25403150,21047980,20624799,21416460
19395453,3281929,23556604,23556592,10003165,3278949
48549296,74529030,74566674,74561247,75538697,51842523
3812659,36996482,36995337,16536025,16536070,16536041
19844214,71951292,52644664,7016499,68243252,45839931
10126332,32924732,10593537,8066832,8290598,7496499
556116,50239829,556124,31245660,556110,74197591
548536,3548811,548545,548547,548535,548534
50692299,50425704,50425709,11616101,50592901,50702925
54582176,54615752,54615754,54582174,55239002,55238994
11593167,57904118,10194899,52711513,44065922,11598981
50721406,22281227,56748461,50305901,50316874,39067186
21440464,52774785,52774775,486701,36996478,36996186
11664604,67345441,54818164,15333988,10771274,11510490
47624197,1530039,1534745,55096350,588949,47624195
16931128,16876822,11242886,11213554,58936414,20558255
47126547,12743837,47101594,50560408,47126562,47126554
19447382,1954207,15647659,14934071,15647652,19552942
58629879,45125717,45125720,19362591,74348608,74317926
8144693,58176752,60744527,44784387,25965194,73324095
52646227,47126554,47126547,47624195,55096350,52646223
11104347,52695502,52696541,52696677,76405336,11104563
50560429,50560441,50560418,50560427,50560420,50560433
54406065,4440545,4441053,54414922,54406076,54406059
65439714,65410485,65439716,65439710,65439708,65439712
24787086,13687106,17465719,17465709,17465702,33740550
67821208,21047980,44924941,50488569,25403150,68645736
9381544,37878694,68359249,15972213,3716571,15672319
813202,813212,823628,822916,813200,823106
50590605,50685658,50592897,50590611,50590607,50590603
485174,1954207,9977722,605223,9977527,485171
37000912,12370066,12041791,73125075,64319112,37000902
32850002,19362591,46607008,45125717,16563297,74348608
52588635,52699371,47361629,47099809,52588641,52588643
74776144,72515057,15333988,41098540,60744527,67345441
485171,15647659,1954207,6304783,605223,485174
74192857,59452897,51717579,44244493,74193765,42084193
20200144,828429,462802,3277475,4193095,20200132
48507969,68495317,26036139,56399103,22198240,53017339
69201191,52702602,1675793,53638558,1513667,73606780
823288,20549979,51235932,497920,20549990,3648491
1353567,36995341,534213,2080951,44065922,1508575
51436880,74197591,3663329,31245660,20997533,51939322
58056454,52702602,72006749,53646230,1675793,53646228
548529,548534,548547,548535,3548811,548545
42192494,33108554,38761476,56015185,46209324,46691906
23459299,57904118,56046345,10194899,20557588,26431486
10828332,2883909,361277,4252075,588800,12204837
56748461,54440051,50305901,50316874,39067186,50721406
75615357,605223,9977722,9977527,49202762,14510413
65453426,65439712,65439710,65439708,65439716,65453428
45430926,44184322,37028355,42953815,45209285,37130119
56105948,29245829,29244640,29248443,29246309,56105956
17465709,33740550,24787086,17465702,17465719,17465723
12743831,47126547,47126554,12705678,12743837,12743825
536260,756769,3819941,536240,756761,756763
12220615,29244640,29248443,29247864,6712433,55212109
36995341,54414906,54414922,54406059,54406065,54406076
3819821,536240,1501727,4296707,3819941,4287801
62749287,57422387,57425928,59581811,68619598,59249458
32505959,25693431,57035168,11230151,52780160,73378806
77242491,13764494,32204730,38120507,21085893,54393507
48274124,65439708,65439710,48312128,48312117,46654807
56540134,73309592,46654004,68621140,57865557,60228865
16876822,45327625,23188003,20624245,23171265,20623659
33740550,17465723,59452897,17465719,17465702,24787086
56105956,29244640,29245829,29248443,29246309,56105948
20557588,56046345,10194899,57904118,26431486,52711513
49291897,50239829,9977527,40369758,14904115,14904488
41597056,74978842,20422379,56406884,54044672,21430338
53760828,57425928,50425709,68655745,53749482,53757396
4315713,62754437,21180803,4679003,4597127,4374799
15227544,55246585,33740551,6771887,55244517,15222490
71105466,14033974,22596017,48490928,45832107,76184540
72798037,56037103,68357699,72797003,56028477,57440303
59452978,17493969,56037111,17493952,59452897,56037105
50698333,55239002,54582174,54615752,54144031,54615754
51518382,42953815,78511861,56821778,51368046,49981979
32102874,16651189,11230151,73378806,57035168,55366883
44144695,56037105,44183140,71567079,74893159,27600669
49228371,10994476,1534195,1534205,54570736,49228385
39328685,74193765,74227763,51717579,73681045,44244493
50692305,50702927,50685658,50702923,50592905,50425704
74317926,46627072,19362591,45125720,74348608,58629879
50592903,50592897,50692303,50421561,68655745,50702921
58623988,46179293,20833539,58086409,72954000,52864995
3281929,19395453,23556604,23556592,67447238,3278949
76166974,56597246,51368046,11897820,56821778,78511861
3685791,29114376,15598839,29114814,56113792,3686091
52864995,46179293,20833539,58086409,72954000,58623988
15073893,23442433,77324966,17946135,26334631,32933371
44184322,46209324,32414731,38761476,44216153,42953815
71210329,13742860,32223343,50438593,35909293,13743101
54181973,57415784,59581811,57625269,54029523,54029519
17465702,24787086,33740550,17465709,17465719,17465723
58086409,57751841,58623988,52864995,20833539,72954000
1534583,1530039,1533113,1534275,1534193,1534589
54414906,54406065,54406076,36995341,54414922,52780662
36996482,16536070,3812659,16536041,16536025,36995337
70148134,65439712,19301952,70504071,68565089,17926677
5986733,68760491,68760042,68760242,5983423,5983519
10771274,41098424,49884032,8112969,11664604,67345441
53643072,21047980,60228865,46654004,14036047,14035750
68357693,17465709,33740550,13687106,24787086,68357697
1464043,52696677,48319361,52695829,52696541,65439716
543062,459525,23556594,3277475,4193095,459521
55239647,54144031,55239002,1917157,54582176,1917101
49884032,72515057,41098540,10771274,8112969,41098424
42645304,67447238,55515547,3281929,3278949,8966443
14525848,1534589,50560408,55096350,1733749,14534789
49004211,22828984,32052984,35620000,41791430,49004988
52410460,52644664,50883140,56720370,1376291,73123059
822916,813210,823532,813202,823106,813200
12422076,76184540,25288034,51153207,53727656,20621846
3277475,828429,462802,20200144,20200132,4193095
70000381,72119221,56540134,60228865,68645736,46654004
28437643,6376015,6039457,6039405,6012645,6012693
44244493,74193765,73681045,73681047,42084193,51717579
56028477,72798037,72797003,68354945,68357699,57440303
8951185,23556604,55515547,10003165,71102068,58410688
14904115,9977527,20997533,40369758,49291897,14904488
74227763,39328685,44244493,51717579,73681045,74193765
62723100,72748653,72006749,52702602,1675793,1513667
48319361,65439712,65439714,65410485,65410481,65439716
51996138,4794549,4794489,52433106,16398913,51996140
5983423,49607755,68760242,68760042,5986733,5983519
68243252,52644664,71951292,7016499,19844214,45839931
550106,19362591,46627072,45125720,894967,470635
556124,50239829,74197591,556116,556110,31245660
26627033,70781319,19928605,41791430,45268753,35533761
20549979,823288,3648491,20549990,23556574,23556570
53646230,52702602,53716886,1676077,58056454,53646228
57904118,10194899,56046345,58056462,20557588,52711513
21402325,15669028,24456725,53444660,15669042,21401957
42084193,73681045,73681047,74192857,51717579,44244493
14510413,9977527,24787428,605223,75615357,49202762
50425704,50592897,50685658,50702923,50592905,50692305
813200,823532,813210,823106,813202,822916
36499506,76273925,1530039,55096350,36499535,36499508
58056861,58056462,36457818,56046345,77040064,58890618
55824912,20555138,56094148,55825364,36457818,44065922
65439716,65410483,65439714,65439712,65439710,65439708
27600669,56037105,44183140,71567079,74893159,44144695
68565089,48312128,48312117,19301952,17926677,70504071
56046345,10194899,20557588,57904118,44065922,55515177
32933371,23442433,77324966,17946135,26334631,15073893
50590607,50592897,50685658,50590611,50590605,50590603
72967700,57287349,77324966,23442433,11719645,12118915
53757396,50421557,50692299,68655745,53749482,53760828
72748653,52702602,1675793,1513667,73169653,72748642
48527132,43813180,20241698,24348434,44018311,25476219
14143226,845378,36995341,53639849,29114376,29114814
3819941,536260,536240,756761,4287801,3819821
68357697,33740550,68357699,56037111,59452897,68357693
19301952,65410475,1513667,70033278,19477382,17926677
33075647,37028355,32414731,33108554,38761476,56090374
21078695,2688703,2688679,26487804,74854546,68532909
56200767,11510490,11664604,33279197,15333988,54818164
46691906,33108554,45209285,56015185,46209324,42192494
6712433,29245829,29244640,29247864,12220615,55212109
74631290,8389458,55244517,13687106,57625269,74631286
11230151,32102874,55366883,57035168,73378806,16651189
53716888,53646228,1675793,53639809,52702602,53716886
4794483,4794489,52433106,4796403,16398913,4794549
46221893,1892025,51436880,51939322,19928605,62754437
48260148,20519658,20555138,20555355,15598839,891422
45268753,37000912,41791430,37000902,56406884,44329693
36995337,16536070,3812659,16536041,16536025,36996482
26036139,48507969,53017339,22198240,56399103,6655899
41098540,50883140,67345441,41098424,72515057,8112969
57287349,32924732,12118915,17946135,68508353,23442433
4679003,16069502,21180803,4315713,4374799,4597127
15647659,19447382,19552942,59581811,16944457,15647652
19362591,74317926,45125717,45125720,46627072,74348608
6304783,55244517,9977527,33740551,9977722,6771887
43985669,52696677,52695829,52696541,48274124,20200140
17493954,17487128,17487126,56037111,17493952,17493969
12030322,11664604,54818164,15333988,11510490,33448286
557163,1406949,3157565,3155853,15668735,10566733
39067186,29455014,56748461,50721406,50316874,50305901
15222490,6304783,33740551,55244517,6771887,15227544
33651473,11649798,11614069,25451926,58390031,33651411
12743837,12705678,47126554,47126547,12743831,12743825
756785,536240,756784,4296745,756769,535750
13743101,32223343,13742860,50438593,71210329,35909293
57415784,57625269,58247593,59581811,57422387,56904924
53638558,72006749,53639809,52702602,1513667,69201191
756763,756769,3819941,536240,756761,536260
56026763,52696677,52696541,16966891,32920487,32920512
50421557,50421559,3665301,50421562,50421561,50421565
58390031,25451926,11614069,33651411,11649798,33651473
29601707,11230151,73378806,73252501,24789224,28324610
32408303,33108554,38761476,37130119,32414731,36733577
4920587,1676077,52702602,1513667,1675793,649087
56037103,68354945,68357699,56028477,57440303,72797003
1502145,1501727,4296707,7318823,7319551,7319751
21615923,32924732,23291301,12118915,14997230,11719645
13687106,785227,9977722,68357693,33740550,24787086
20833539,57751841,58623988,52864995,58086409,72954000
46614660,40369758,43813180,20241698,24348434,44018311
48316378,1534195,49228371,1534205,10994476,49228385
23556570,51235948,20549990,3648491,20549979,23556574
33448286,14313154,55669097,12030322,11664604,11510490
15806909,56026763,29248124,29246344,43985669,15806904
68124460,45209285,33075647,44184322,44216153,57425928
59433314,34338489,44924941,71142100,71112874,21582145
21416460,6473627,48490928,21047980,25403150,21399140
14039112,15669028,32833167,6478415,53444660,48430140
58247593,54029523,56904924,58176142,57422387,57415784
919826,52695502,1513667,52696541,48319361,65439716
74561247,51842523,74529030,75538697,48549296,74566674
813212,813202,823106,813210,823532,823628
15598839,20521067,20519658,20555138,20555355,48260148
654491,53639849,44065922,24945084,24945899,52711975
24456725,7816939,21047980,21201528,36344502,57642927
22198240,6655899,26036139,48507969,56399103,53017339
35327431,54714032,49884032,72515057,41098540,67345441
26299790,48490928,64319112,25288034,37000912,76184540
22281227,39067186,50305901,50721406,25288034,46654004
11649798,785227,9977722,68357693,11614069,58390031
17465719,33740550,59452897,17465709,17465702,17465723
32240803,67821208,12370066,12326573,12138568,50488569
15972213,51436880,62754437,51939322,68359249,3716571
33232596,6398873,6403163,763155,25476219,54395210
8307199,25403150,21047980,13764018,68645736,6473627
8389458,6771887,56904924,59452897,9977722,9977527
470635,45125717,45125720,19362591,74348608,550106
50560408,52646223,47101594,47126562,47126554,47126547
65410485,65410483,65410473,65410477,65410475,65410481
73606780,52702602,1675793,53638558,1513667,69201191
891422,3686091,20555355,20555138,15598839,48260148
76105382,35580965,73125075,37000902,57659050,33307083
825122,55096350,14463242,51235932,51235948,824344
65410473,65410485,65410481,65410477,65410483,65410475
1534193,1534589,1530039,1534275,1533113,1534583
29244640,29246309,29245831,29247864,29248443,29245829
56597246,51368046,76166974,11897820,56821778,78511861
42953815,37028355,32414731,38761476,44216153,44184322
68535273,25433290,67239490,49546884,67030680,75763939
1534195,54570736,49228385,49228371,10994476,1534205
73309592,60228865,46654004,56540134,68621140,73308614
52588641,52699371,47361629,47099809,52588635,52588643
59452897,56028477,59452978,33740550,17465719,56037111
46607008,74317926,32850002,74348608,19362591,46627072
43813180,56090374,46614660,20241698,24348434,44018311
71149178,23556604,8966443,10003165,58531097,55515547
51717579,74193765,73681045,42084193,73681047,44244493
3663329,62754437,46221893,31245660,19928605,51436880
47126562,12743837,47101594,50560408,47126554,47126547
14904488,9977722,9977527,40369758,14904115,49291897
52155021,54406065,32317296,32317486,59186525,59186435
1534745,51235932,47624197,588949,47624195,1534749
1917101,54615754,55096350,54615752,52780160,1917157
72872343,10003165,23556604,23556592,55515547,58531097
45839931,52644664,71951292,7016499,19844214,68243252
52785519,11104563,73157319,48319361,58056454,50189662
21582145,14261761,32346702,36344502,71112874,59433314
44018311,48527132,46614660,24348434,43813180,20241698
16966891,52695502,52696541,56026763,32920512,32920487
24787428,605223,9977722,9977527,6304783,33740551
35933885,50592897,50421562,50685658,50421561,50702927
20519658,15598839,56094148,20555138,20555355,20521067
16966887,23556604,16033028,17908150,32931450,16966882
25300127,548529,548545,3548811,76732229,548535
54011798,60228865,25062191,56748461,22281227,72105035
53639849,54414922,54414906,845744,845378,44065922
8066832,10126332,23291301,23107340,10593537,32924732
3549585,548545,548547,3548811,548549,4191389
4586897,52702602,52696541,1675793,1513667,10638568
785224,9977722,605223,9977527,485174,785227
49993513,78511861,51368046,11897820,50883140,49993511
56408514,48490928,72119221,68495317,68645736,44938330
46209324,42953815,44184322,46691906,42192494,56015185
605223,9977527,24787428,58247593,485174,485171
57642927,25403150,60228865,7816939,36344502,24456725
54714032,49993511,50883140,41098540,35327431,72005800
16944457,19447382,19552942,15647652,14934073,15647659
1010522,29114814,20519658,56046345,55515177,50560443
54406059,4440545,4441053,54414922,54406076,54406065
12736378,3818757,7318823,7319551,7319751,12724684
68354945,56037103,68357699,72797003,57440303,56028477
54029519,56904924,58247593,57422387,54029523,54181973
58176752,57422387,58075222,57625269,58292845,58176142
823106,823628,813212,813200,822916,813202
19561375,36275060,69752015,68418555,37822610,40347531
32924732,23291301,8290598,23107340,8066832,10593537
52780164,1530039,54615754,47101594,55096350,52780160
50702923,50702925,11616101,50692305,50425704,50592905
67239490,37822610,49546884,55892148,19561375,25433290
32414731,33108554,37130119,44184322,42953815,38761476
7816939,46654004,21402325,24456725,36344502,57642927
20555355,44065922,56094148,20521067,20519658,20555138
65439710,65453426,65439716,65439714,65439712,65439708
48312128,65410473,65410475,65410477,48274124,48312117
4796403,4794549,4794483,16398913,4794489,52433106
13541150,49993511,49993513,50883140,6304783,13568365
10593537,23291301,8290598,23107340,8066832,32924732
10949871,556124,31245660,556116,74197591,556110
19782056,48633891,75538697,9845366,48549296,51842523
1534205,54570736,10994476,49228371,49228385,1534195
50438593,35909293,13743101,15246396,31520349,32223343
32052984,22828942,35620000,49004988,49004211,41791430
20475644,37000902,37000912,12041791,68495024,12370066
13764018,48490928,44954579,6473627,21416460,13286961
48312117,65410475,65410473,65410483,48274124,48312128
1530039,55096350,1534275,1534583,1534193,1533113
459566,68778598,68760242,49607755,68760042,481402
548545,548534,548547,548535,548529,3548811
33108554,42953815,33075647,32414731,37028355,38761476
73811766,25935590,25933434,70332634,55596971,74304197
6497395,8715377,31665279,6487641,6498249,5502417
20422379,68645736,41597056,54044672,44329693,56406884
76732229,3548811,4193095,3277475,548535,25300127
50685581,50702917,50592897,50421559,50685658,50425707
20549990,823288,51235932,51235948,14463242,3648491
32205118,22596017,48490928,60228865,49867819,22383687
2688703,68532909,1680881,1682395,1274913,2688679
3519947,4679003,4597127,4374799,4315713,16069502
11897820,49993511,49993513,51368046,78511861,56821778
31823982,25693431,16651189,11230151,73378806,32105143
72797003,56037103,68354945,68357699,56028477,57440303
5502417,46179293,31665279,6487641,6497395,6498249
50883140,78511861,51368046,11897820,49993513,49993511
12118915,68508353,57287349,77324966,23442433,72967700
7768752,712283,71951292,59548131,19842919,53585261
55246585,33740551,15227544,71112373,6304783,55244517
52699371,52588643,52588635,47361629,47099809,52699359
75538697,51842523,74566674,74561247,48549296,74529030
50590603,50685658,50592897,50590611,50590605,50590607
756769,1501727,535750,756785,756784,4296745
49406185,55096350,52646223,52646227,49405095,49405093
4794489,52432443,52433186,52433106,16398913,4796403
68418555,70781319,37822610,69752015,68432556,41381461
19477382,65410475,1513667,70033278,17926677,19301952
68619598,56904924,58075222,57625269,57422387,59581811
52864679,52655395,1530039,52646223,52780164,52780160
7496499,8066832,10593537,32924732,10126332,8290598
931458,50421561,50692301,3665301,2063169,50421565
77040064,15598839,56046345,55515177,58890618,58056861
6771887,15222490,9977527,9977722,33740551,6304783
50560443,20555355,20555138,20519658,1010522,50560441
20623659,45327625,23188003,20624245,23171265,16876822
45109349,55246585,55244517,6304783,9977527,71112373
4597127,21180803,16069502,4679003,4315713,4374799
34862764,47624197,16651189,11230151,32102874,73378806
26334631,23442433,15073893,32933371,28414681,17946135
65410483,65410485,65410481,65410475,65410473,65410477
58176142,57422387,56904924,57415784,58247593,58176752
14198289,74304197,36020972,35580965,69459839,36275060
51153207,72119221,20621846,68645736,76184540,12422076
58890618,3685791,3686091,29114814,77040064,58056861
45125717,32850002,74317926,19362591,45125720,74348608
48251378,53115576,74982261,48490928,47133485,60228865
32105143,16651189,35339652,11230151,73378806,31823982
56399103,6655899,26036139,48507969,53017339,22198240
49546884,55892148,26627033,74910933,67030680,25433290
54044672,20422379,9977722,9977527,21430338,41597056
57425928,56904924,57415784,57422387,58292845,59249458
71070322,36652304,55517153,43048676,71073358,51731751
20241698,25476219,46614660,43813180,24348434,44018311
67345441,72515057,41098540,8112969,11664604,10771274
53585261,33279197,71951292,59548131,19842919,7768752
567976,75615357,14510413,24787428,605223,8389458
74348608,74317926,58629879,45125720,19362591,45125717
824344,1530039,55096350,51235932,51235948,825122
11598616,57904118,44065922,52711513,11593167,11598981
48900268,39165790,40347531,37822610,54378048,49124120
72119221,69752015,70781319,58204138,68645736,68495317
56742165,6771887,33740551,40369758,9977722,9977527
11477952,122012,9977527,12204837,9977722,10828332
58530887,1508575,14143226,504683,29114376,29114814
49405093,55096350,52646227,52646223,49405095,49406185
69201188,29248443,29245829,29244640,29247864,69237786
20555138,44065922,56094148,20521067,20519658,20555355
73952674,11664604,15333988,73947380,74267277,73947787
42084195,42084193,73681045,51717579,73681047,44244493
20200132,828429,462802,3277475,4193095,20200144
3278949,17908150,10003165,23556604,23556592,3281929
74741901,72628067,37000902,64319112,375565,69459839
54414922,4440545,4441053,54406076,54406059,54406065
58204138,39165790,54378048,70781319,37822610,72119221
3657625,45832107,53448839,71105466,11387239,14033974
7319551,1502145,3818757,3818775,7318823,7319751
32317486,54406076,59186525,59186435,52155021,32317296
9977722,55244517,6771887,33740551,6304783,9977527
55238994,54615754,54144031,54582176,54582174,55239002
52646223,47126547,50560408,47624195,55096350,52646227
11510490,12030322,54818164,33448286,11664604,15333988
29248122,29245829,29248443,29246309,29246344,29248124
36733577,32414731,33075647,33108554,38761476,32408303
54763825,76732229,68760042,23556594,54763817,828429
14445247,12370066,37000912,20475644,64319112,46755511
53749482,57425928,68655745,50702925,53757396,53760828
50560427,50560441,50560420,50560433,50560429,50560418
4296745,4296707,535750,756785,756784,756769
66903152,58204138,37822610,58186168,66897982,58162174
56037111,17493954,17465719,56028477,59452897,56037105
57035168,16651189,73378806,11230151,32102874,55366883
41156200,12041791,37000902,44809646,12370066,37000912
